model-1609274090,1609274181.486, 0.67, 0.2153, 0.72, 0.1987
model-1609274090,1609274181.762, 0.72, 0.1822, 0.62, 0.2266
model-1609274090,1609274182.038, 0.72, 0.1858, 0.5, 0.246
model-1609274090,1609274182.32, 0.66, 0.2123, 0.75, 0.1634
model-1609274090,1609274182.591, 0.73, 0.1964, 0.75, 0.1782
model-1609274090,1609274182.858, 0.73, 0.1854, 0.69, 0.1842
model-1609274090,1609274183.143, 0.71, 0.1801, 0.66, 0.2365
model-1609274090,1609274183.418, 0.59, 0.2424, 0.69, 0.2062
model-1609274090,1609274183.689, 0.63, 0.2131, 0.84, 0.1434
model-1609274090,1609274183.958, 0.71, 0.1863, 0.78, 0.2028
model-1609274090,1609274184.232, 0.66, 0.2095, 0.72, 0.2161
model-1609274090,1609274184.51, 0.7, 0.2057, 0.72, 0.181
model-1609274090,1609274184.791, 0.7, 0.2001, 0.75, 0.1973
model-1609274090,1609274185.062, 0.71, 0.2053, 0.78, 0.1739
model-1609274090,1609274185.349, 0.66, 0.1985, 0.75, 0.1724
model-1609274090,1609274185.631, 0.64, 0.2135, 0.81, 0.1688
model-1609274090,1609274185.917, 0.72, 0.2057, 0.75, 0.1652
model-1609274090,1609274186.2, 0.67, 0.2026, 0.59, 0.2407
model-1609274090,1609274186.482, 0.68, 0.2093, 0.69, 0.1816
model-1609274090,1609274186.757, 0.65, 0.2303, 0.66, 0.1864
model-1609274090,1609274187.033, 0.72, 0.1846, 0.66, 0.1996
model-1609274090,1609274187.32, 0.62, 0.2135, 0.81, 0.1655
model-1609274090,1609274187.599, 0.71, 0.1885, 0.72, 0.2118
model-1609274090,1609274187.869, 0.61, 0.2273, 0.66, 0.2156
model-1609274090,1609274188.137, 0.72, 0.195, 0.56, 0.2286
model-1609274090,1609274188.422, 0.71, 0.2079, 0.69, 0.2099
model-1609274090,1609274188.69, 0.68, 0.1983, 0.59, 0.2325
model-1609274090,1609274188.961, 0.71, 0.2079, 0.69, 0.1997
model-1609274090,1609274189.256, 0.73, 0.2079, 0.69, 0.2116
model-1609274090,1609274189.534, 0.68, 0.1996, 0.62, 0.218
model-1609274090,1609274189.825, 0.74, 0.1721, 0.59, 0.2004
model-1609274090,1609274190.098, 0.69, 0.197, 0.66, 0.2178
model-1609274090,1609274190.371, 0.71, 0.1737, 0.62, 0.2071
model-1609274090,1609274190.616, 0.76, 0.1754, 0.78, 0.1762
model-1609274090,1609274190.878, 0.7, 0.2073, 0.66, 0.2113
model-1609274090,1609274191.154, 0.71, 0.1864, 0.78, 0.1658
model-1609274090,1609274191.438, 0.66, 0.2337, 0.75, 0.1923
model-1609274090,1609274191.725, 0.75, 0.1707, 0.75, 0.1426
model-1609274090,1609274191.993, 0.67, 0.2083, 0.56, 0.2378
model-1609274090,1609274192.274, 0.68, 0.2094, 0.66, 0.1801
model-1609274090,1609274192.553, 0.68, 0.1979, 0.72, 0.1852
model-1609274090,1609274192.845, 0.66, 0.2023, 0.81, 0.1669
model-1609274090,1609274193.12, 0.65, 0.2189, 0.66, 0.227
model-1609274090,1609274193.404, 0.73, 0.1828, 0.69, 0.2223
model-1609274090,1609274193.684, 0.71, 0.1887, 0.72, 0.1815
model-1609274090,1609274193.979, 0.68, 0.197, 0.75, 0.2127
model-1609274090,1609274194.263, 0.76, 0.1749, 0.56, 0.2485
model-1609274090,1609274194.544, 0.67, 0.2078, 0.69, 0.2053
model-1609274090,1609274194.804, 0.69, 0.2072, 0.66, 0.2242
model-1609274090,1609274195.088, 0.79, 0.1693, 0.66, 0.2024
model-1609274090,1609274195.366, 0.68, 0.1987, 0.75, 0.1647
model-1609274090,1609274195.649, 0.71, 0.1862, 0.69, 0.1995
model-1609274090,1609274195.913, 0.62, 0.2103, 0.81, 0.1512
model-1609274090,1609274196.209, 0.64, 0.2145, 0.78, 0.1723
model-1609274090,1609274196.49, 0.64, 0.2008, 0.78, 0.1624
model-1609274090,1609274196.771, 0.78, 0.1773, 0.66, 0.2153
model-1609274090,1609274197.039, 0.72, 0.1821, 0.75, 0.1829
model-1609274090,1609274197.321, 0.75, 0.1676, 0.78, 0.1618
